invoice_no,invoice_date,customer_id,gender,age,category,quantity,selling_price_per_unit,cost_price_per_unit,payment_method,region,state,shopping_mall
I197956,11/11/2016 8:56,C131263,Female,25,Cosmetics,4,162.64,130.112,Credit Card,South,Alabama,Viaport Outlet
I334917,11/11/2016 8:56,C129145,Female,59,Toys,1,35.84,25.088,Credit Card,South,Alabama,Mall of Istanbul
I204114,11/11/2016 8:56,C279208,Male,31,Shoes,1,600.17,450.1275,Credit Card,South,Alabama,Istinye Park
I277091,11/11/2016 8:57,C708809,Male,43,Shoes,5,3000.85,2700.765,Credit Card,South,Alabama,Kanyon
I578064,11/11/2016 8:57,C235528,Female,20,Shoes,5,3000.85,2700.765,Cash,West,Washington,Kanyon
I300423,11/11/2016 8:57,C167804,Male,60,Cosmetics,3,121.98,91.485,Credit Card,West,Washington,Zorlu Center
I210226,11/11/2016 8:57,C253600,Female,40,Clothing,4,1200.32,1140.304,Credit Card,Central,Texas,Istinye Park
I559933,11/11/2016 8:57,C213849,Female,68,Clothing,5,1500.4,1425.38,Cash,Central,Texas,Istinye Park
I234227,11/11/2016 8:58,C207714,Male,57,Technology,3,3150,2677.5,Cash,Central,Texas,Istinye Park
I116048,11/11/2016 8:58,C196217,Female,44,Clothing,2,600.16,450.12,Credit Card,Central,Texas,Kanyon
I321938,11/11/2016 8:58,C113815,Female,21,Souvenir,3,35.19,24.633,Cash,West,California,Istinye Park
I835532,11/11/2016 8:58,C309899,Male,39,Food & Beverage,1,5.23,3.661,Cash,West,California,Istinye Park
I317898,11/11/2016 8:59,C763383,Female,69,Cosmetics,2,81.32,56.924,Credit Card,East,New York,Mall of Istanbul
I967728,11/11/2016 8:59,C250818,Female,37,Clothing,1,300.08,225.06,Debit Card,East,New York,Viaport Outlet
I140340,11/11/2016 8:59,C205728,Female,30,Souvenir,2,23.46,16.422,Cash,East,New York,Mall of Istanbul
I135246,11/11/2016 8:59,C107231,Male,60,Food & Beverage,4,20.92,15.69,Cash,East,New York,Mall of Istanbul
I299642,11/11/2016 9:00,C103784,Female,45,Food & Beverage,5,26.15,19.6125,Credit Card,East,New York,Viaport Outlet
I239010,11/11/2016 9:00,C136095,Male,28,Clothing,4,1200.32,1140.304,Cash,East,New York,Istinye Park
I175627,11/11/2016 9:00,C335511,Male,40,Shoes,4,2400.68,2280.646,Cash,East,Delaware,Kanyon
I264184,11/11/2016 9:00,C292500,Female,62,Clothing,2,600.16,450.12,Cash,East,New York,Kanyon
I255183,11/11/2016 9:00,C935030,Female,43,Toys,4,143.36,114.688,Debit Card,West,California,Kanyon
I288658,11/11/2016 9:01,C164786,Male,53,Food & Beverage,1,5.23,3.661,Cash,West,California,Istinye Park
I174902,11/11/2016 9:01,C906646,Male,56,Books,5,75.75,56.8125,Credit Card,West,California,Istinye Park
I921510,11/11/2016 9:01,C912936,Male,66,Clothing,4,1200.32,1140.304,Debit Card,West,California,Metrocity
I245679,11/11/2016 9:01,C247177,Male,69,Shoes,4,2400.68,2280.646,Debit Card,Central,Michigan,Istinye Park
I556246,11/11/2016 9:02,C698506,Male,66,Food & Beverage,2,10.46,7.322,Cash,West,California,Kanyon
I813458,11/11/2016 9:02,C126736,Female,18,Clothing,2,600.16,450.12,Credit Card,East,New York,Mall of Istanbul
I843132,11/11/2016 9:02,C240777,Male,34,Food & Beverage,5,26.15,19.6125,Cash,Central,Michigan,Istinye Park
I329093,11/11/2016 9:02,C107460,Female,65,Shoes,1,600.17,450.1275,Debit Card,Central,Michigan,Metrocity
I239154,11/11/2016 9:03,C274423,Male,48,Cosmetics,5,203.3,162.64,Cash,Central,Iowa,Zorlu Center
I135010,11/11/2016 9:03,C637785,Female,22,Clothing,2,600.16,450.12,Credit Card,Central,Iowa,Mall of Istanbul
I317265,11/11/2016 9:03,C998732,Male,36,Clothing,1,300.08,225.06,Debit Card,Central,Iowa,Istinye Park
I104825,11/11/2016 9:03,C167365,Female,18,Food & Beverage,4,20.92,15.69,Cash,West,California,Viaport Outlet
I432800,11/11/2016 9:04,C307325,Female,23,Food & Beverage,1,5.23,3.661,Credit Card,East,New York,Istinye Park
I213998,11/11/2016 9:04,C527372,Male,45,Technology,5,5250,4725,Credit Card,East,New York,Mall of Istanbul
I795758,11/11/2016 9:04,C221600,Female,53,Clothing,2,600.16,450.12,Cash,East,New York,Istinye Park
I103977,11/11/2016 9:04,C557569,Female,19,Food & Beverage,4,20.92,15.69,Cash,West,California,Mall of Istanbul
I145994,11/11/2016 9:04,C332603,Female,45,Souvenir,1,11.73,8.211,Cash,West,California,Metropol AVM
I166935,11/11/2016 9:05,C543414,Male,52,Shoes,1,600.17,450.1275,Cash,West,California,Istinye Park
I335456,11/11/2016 9:05,C658482,Female,19,Food & Beverage,1,5.23,3.661,Credit Card,West,California,Metropol AVM
I881707,11/11/2016 9:05,C139373,Female,36,Shoes,4,2400.68,2280.646,Debit Card,West,California,Kanyon
I161161,11/11/2016 9:05,C181937,Male,67,Clothing,1,300.08,225.06,Cash,South,Alabama,Metrocity
I307774,11/11/2016 9:06,C243495,Female,67,Cosmetics,2,81.32,56.924,Cash,West,California,Kanyon
I136124,11/11/2016 9:06,C228064,Female,21,Clothing,5,1500.4,1425.38,Debit Card,Central,Indiana,Istinye Park
I864821,11/11/2016 9:06,C223656,Female,68,Toys,3,107.52,80.64,Debit Card,East,Delaware,Metrocity
I103418,11/11/2016 9:06,C256529,Male,42,Clothing,1,300.08,225.06,Cash,East,Delaware,Mall of Istanbul
I549134,11/11/2016 9:07,C523632,Female,26,Toys,4,143.36,114.688,Cash,East,Delaware,Mall of Istanbul
I637243,11/11/2016 9:07,C190245,Female,48,Toys,4,143.36,114.688,Credit Card,West,California,Mall of Istanbul
I127807,11/11/2016 9:07,C274230,Male,69,Clothing,5,1500.4,1425.38,Credit Card,West,California,Metrocity
I213328,11/11/2016 9:07,C283035,Male,30,Technology,1,1050,945,Cash,West,Washington,Zorlu Center
I549347,11/11/2016 9:07,C154726,Female,27,Food & Beverage,3,15.69,10.983,Credit Card,Central,Texas,Istinye Park
I882472,11/11/2016 9:08,C874660,Male,36,Cosmetics,2,81.32,56.924,Credit Card,South,Virginia,Metrocity
I244319,11/11/2016 9:08,C278013,Male,31,Clothing,2,600.16,450.12,Debit Card,West,California,Mall of Istanbul
I571069,11/11/2016 9:08,C298179,Female,53,Shoes,4,2400.68,2280.646,Cash,West,California,Viaport Outlet
I130955,11/11/2016 9:08,C110742,Male,61,Shoes,2,1200.34,1080.306,Credit Card,West,California,Metrocity
I200474,11/11/2016 9:09,C598974,Male,52,Cosmetics,2,81.32,56.924,Credit Card,Central,Illinois,Istinye Park
I224191,11/11/2016 9:09,C199390,Female,32,Clothing,1,300.08,225.06,Cash,West,Washington,Zorlu Center
I232583,11/11/2016 9:09,C249354,Male,19,Clothing,4,1200.32,1140.304,Debit Card,East,Pennsylvania,Metrocity
I301029,11/11/2016 9:09,C194505,Female,40,Food & Beverage,4,20.92,15.69,Credit Card,South,Georgia,Mall of Istanbul
I135522,11/11/2016 9:10,C118898,Female,61,Toys,4,143.36,114.688,Credit Card,South,Georgia,Mall of Istanbul
I807687,11/11/2016 9:10,C319668,Male,30,Shoes,3,1800.51,1620.459,Debit Card,South,Virginia,Viaport Outlet
I939566,11/11/2016 9:10,C128069,Female,46,Clothing,5,1500.4,1425.38,Cash,West,Washington,Zorlu Center
I253134,11/11/2016 9:10,C234415,Male,46,Clothing,1,300.08,225.06,Cash,East,Pennsylvania,Zorlu Center
I200486,11/11/2016 9:11,C391468,Female,25,Clothing,2,600.16,450.12,Debit Card,East,Pennsylvania,Metropol AVM
I155796,11/11/2016 9:11,C275506,Male,33,Clothing,4,1200.32,1140.304,Debit Card,Central,Iowa,Zorlu Center
I197661,11/11/2016 9:11,C319846,Male,30,Clothing,3,900.24,675.18,Cash,West,California,Istinye Park
I829444,11/11/2016 9:11,C181831,Female,44,Food & Beverage,3,15.69,10.983,Credit Card,West,California,Metropol AVM
I139372,11/11/2016 9:11,C111397,Female,55,Clothing,5,1500.4,1425.38,Credit Card,East,Pennsylvania,Zorlu Center
I328049,11/11/2016 9:12,C305846,Female,63,Clothing,1,300.08,225.06,Cash,Central,Texas,Zorlu Center
I756475,11/11/2016 9:12,C295935,Female,22,Clothing,5,1500.4,1425.38,Credit Card,Central,Texas,Kanyon
I280873,11/11/2016 9:12,C339236,Male,40,Food & Beverage,5,26.15,19.6125,Credit Card,Central,Texas,Metropol AVM
I735478,11/11/2016 9:12,C522926,Female,32,Technology,1,1050,945,Credit Card,Central,Texas,Metrocity
I218171,11/11/2016 9:13,C263978,Male,50,Books,3,45.45,31.815,Debit Card,Central,Texas,Kanyon
I284129,11/11/2016 9:13,C278126,Male,23,Cosmetics,2,81.32,56.924,Debit Card,West,Washington,Mall of Istanbul
I111128,11/11/2016 9:13,C222397,Female,29,Clothing,2,600.16,450.12,Cash,West,Washington,Mall of Istanbul
I207926,11/11/2016 9:13,C387867,Female,52,Toys,1,35.84,25.088,Credit Card,West,Washington,Viaport Outlet
I799700,11/11/2016 9:14,C787096,Female,38,Food & Beverage,3,15.69,10.983,Cash,East,New York,Istinye Park
I314515,11/11/2016 9:14,C262428,Female,54,Food & Beverage,5,26.15,19.6125,Debit Card,West,California,Kanyon
I143969,11/11/2016 9:14,C241416,Female,28,Clothing,4,1200.32,1140.304,Cash,West,California,Kanyon
I547088,11/11/2016 9:14,C127696,Female,52,Clothing,3,900.24,675.18,Cash,West,California,Kanyon
I241577,11/11/2016 9:14,C284127,Male,62,Cosmetics,1,40.66,28.462,Credit Card,West,California,Metropol AVM
I298499,11/11/2016 9:15,C223223,Female,59,Cosmetics,3,121.98,91.485,Cash,South,Florida,Kanyon
I333323,11/11/2016 9:15,C235512,Female,49,Toys,2,71.68,50.176,Credit Card,East,Delaware,Mall of Istanbul
I118051,11/11/2016 9:15,C527874,Female,65,Cosmetics,4,162.64,130.112,Credit Card,South,Alabama,Istinye Park
I135602,11/11/2016 9:15,C502559,Male,24,Cosmetics,3,121.98,91.485,Cash,South,Alabama,Metropol AVM
I327303,11/11/2016 9:16,C239484,Female,44,Books,3,45.45,31.815,Cash,Central,Texas,Kanyon
I333828,11/11/2016 9:16,C196923,Male,35,Clothing,5,1500.4,1425.38,Cash,South,Virginia,Istinye Park
I365227,11/11/2016 9:16,C399231,Male,23,Shoes,2,1200.34,1080.306,Cash,Central,Iowa,Viaport Outlet
I258325,11/11/2016 9:16,C227231,Female,46,Food & Beverage,1,5.23,3.661,Cash,Central,Michigan,Kanyon
I252557,11/11/2016 9:17,C527011,Female,42,Cosmetics,1,40.66,28.462,Credit Card,Central,Iowa,Metrocity
I315052,11/11/2016 9:17,C188789,Female,41,Clothing,1,300.08,225.06,Debit Card,Central,Iowa,Kanyon
I145427,11/11/2016 9:17,C978795,Female,28,Technology,2,2100,1890,Credit Card,West,Washington,Metropol AVM
I189831,11/11/2016 9:17,C149613,Female,68,Clothing,4,1200.32,1140.304,Credit Card,West,Washington,Kanyon
I295623,11/11/2016 9:18,C608221,Female,40,Clothing,1,300.08,225.06,Cash,West,Colorado,Metrocity
I774322,11/11/2016 9:18,C223439,Female,66,Technology,2,2100,1890,Cash,West,Colorado,Zorlu Center
I148644,11/11/2016 9:18,C106707,Male,57,Food & Beverage,2,10.46,7.322,Credit Card,West,Colorado,Zorlu Center
I113111,11/11/2016 9:18,C948541,Female,41,Clothing,3,900.24,675.18,Credit Card,West,California,Istinye Park
I331907,11/11/2016 9:18,C304352,Male,39,Shoes,3,1800.51,1620.459,Cash,Central,Texas,Viaport Outlet
I293515,11/11/2016 9:19,C579333,Female,41,Books,3,45.45,31.815,Cash,Central,Texas,Mall of Istanbul
I709178,11/11/2016 9:19,C324304,Male,49,Clothing,3,900.24,675.18,Debit Card,Central,Texas,Zorlu Center
I700227,11/11/2016 9:19,C265494,Female,53,Clothing,3,900.24,675.18,Credit Card,South,Florida,Mall of Istanbul
I480338,11/11/2016 9:19,C238921,Female,52,Clothing,3,900.24,675.18,Credit Card,East,Ohio,Mall of Istanbul
I205561,11/11/2016 9:20,C882445,Male,33,Clothing,1,300.08,225.06,Cash,Central,Iowa,Kanyon
I241695,11/11/2016 9:20,C240381,Female,33,Clothing,5,1500.4,1425.38,Credit Card,Central,Texas,Mall of Istanbul
I304370,11/11/2016 9:20,C329750,Female,59,Books,1,15.15,10.605,Cash,East,New York,Viaport Outlet
I507560,11/11/2016 9:20,C186045,Female,50,Toys,2,71.68,50.176,Debit Card,East,New York,Kanyon
I539620,11/11/2016 9:21,C239713,Female,54,Clothing,1,300.08,225.06,Debit Card,West,California,Mall of Istanbul
I163917,11/11/2016 9:21,C276133,Male,26,Food & Beverage,5,26.15,19.6125,Credit Card,West,California,Kanyon
I744721,11/11/2016 9:21,C293200,Female,61,Souvenir,1,11.73,8.211,Debit Card,South,Virginia,Metrocity
I121296,11/11/2016 9:21,C476831,Male,69,Shoes,5,3000.85,2700.765,Credit Card,South,Virginia,Metrocity
I166721,11/11/2016 9:21,C126896,Male,69,Clothing,2,600.16,450.12,Credit Card,South,Virginia,Istinye Park
I270882,11/11/2016 9:22,C282410,Female,55,Clothing,1,300.08,225.06,Credit Card,Central,Illinois,Mall of Istanbul
I984792,11/11/2016 9:22,C566360,Female,56,Souvenir,4,46.92,35.19,Cash,Central,Texas,Mall of Istanbul
I263200,11/11/2016 9:22,C182325,Female,32,Clothing,3,900.24,675.18,Cash,East,New York,Kanyon
I180683,11/11/2016 9:22,C311087,Male,20,Books,5,75.75,56.8125,Credit Card,East,New York,Kanyon
I891732,11/11/2016 9:23,C246568,Male,54,Shoes,1,600.17,450.1275,Cash,East,New York,Metrocity
I972975,11/11/2016 9:23,C253392,Female,60,Shoes,1,600.17,450.1275,Cash,Central,Texas,Metrocity
I196086,11/11/2016 9:23,C216039,Female,39,Clothing,1,300.08,225.06,Credit Card,Central,Texas,Mall of Istanbul
I116056,11/11/2016 9:23,C437850,Male,62,Toys,1,35.84,25.088,Credit Card,Central,Texas,Viaport Outlet
I434908,11/11/2016 9:24,C403690,Female,56,Shoes,5,3000.85,2700.765,Credit Card,South,North Carolina,Istinye Park
I918156,11/11/2016 9:24,C273407,Male,67,Food & Beverage,5,26.15,19.6125,Debit Card,South,North Carolina,Mall of Istanbul
I184896,11/11/2016 9:24,C191847,Male,38,Clothing,3,900.24,675.18,Credit Card,West,California,Istinye Park
I241132,11/11/2016 9:24,C266860,Female,37,Food & Beverage,4,20.92,15.69,Credit Card,West,California,Viaport Outlet
I187871,11/11/2016 9:25,C250305,Female,43,Clothing,5,1500.4,1425.38,Credit Card,South,North Carolina,Zorlu Center
I262994,11/11/2016 9:25,C261586,Female,55,Shoes,2,1200.34,1080.306,Credit Card,South,Tennessee,Istinye Park
I389841,11/11/2016 9:25,C515799,Female,24,Clothing,4,1200.32,1140.304,Cash,South,Tennessee,Istinye Park
I152518,11/11/2016 9:25,C186069,Female,21,Toys,4,143.36,114.688,Cash,South,Tennessee,Mall of Istanbul
I272802,11/11/2016 9:25,C166794,Female,69,Food & Beverage,5,26.15,19.6125,Debit Card,South,Tennessee,Istinye Park
I134838,11/11/2016 9:26,C697721,Male,28,Shoes,4,2400.68,2280.646,Credit Card,South,Tennessee,Kanyon
I696717,11/11/2016 9:26,C810297,Male,52,Clothing,1,300.08,225.06,Credit Card,South,Tennessee,Zorlu Center
I368769,11/11/2016 9:26,C960885,Male,33,Cosmetics,3,121.98,91.485,Cash,South,Tennessee,Zorlu Center
I202869,11/11/2016 9:26,C597043,Male,33,Clothing,4,1200.32,1140.304,Cash,Central,Iowa,Mall of Istanbul
I262064,11/11/2016 9:27,C201728,Male,33,Toys,3,107.52,80.64,Debit Card,West,California,Istinye Park
I233722,11/11/2016 9:27,C277195,Female,29,Technology,4,4200,3780,Cash,West,California,Mall of Istanbul
I233189,11/11/2016 9:27,C131215,Male,56,Clothing,1,300.08,225.06,Credit Card,East,Massachusetts,Mall of Istanbul
I370318,11/11/2016 9:27,C188327,Male,31,Shoes,1,600.17,450.1275,Cash,West,California,Istinye Park
I102188,11/11/2016 9:28,C306087,Female,24,Cosmetics,3,121.98,91.485,Credit Card,Central,Texas,Metrocity
I157666,11/11/2016 9:28,C550093,Male,69,Clothing,2,600.16,450.12,Debit Card,East,New York,Istinye Park
I218553,11/11/2016 9:28,C548466,Female,29,Clothing,2,600.16,450.12,Credit Card,East,New York,Mall of Istanbul
I160048,11/11/2016 9:28,C817976,Female,26,Food & Beverage,1,5.23,3.661,Debit Card,East,New York,Mall of Istanbul
I170440,11/11/2016 9:28,C176902,Female,30,Books,2,30.3,21.21,Debit Card,East,New York,Metropol AVM
I277527,11/11/2016 9:29,C106054,Male,34,Food & Beverage,5,26.15,19.6125,Credit Card,East,Delaware,Metrocity
I203938,11/11/2016 9:29,C140328,Female,30,Souvenir,4,46.92,35.19,Debit Card,East,Delaware,Metropol AVM
I168491,11/11/2016 9:29,C182158,Male,32,Food & Beverage,3,15.69,10.983,Credit Card,East,Delaware,Metrocity
I579903,11/11/2016 9:29,C243688,Male,44,Food & Beverage,4,20.92,15.69,Debit Card,West,Washington,Metrocity
I809066,11/11/2016 9:30,C249341,Male,29,Clothing,5,1500.4,1425.38,Debit Card,West,Arizona,Kanyon
I191749,11/11/2016 9:30,C205203,Female,63,Souvenir,3,35.19,24.633,Cash,East,New York,Zorlu Center
I118257,11/11/2016 9:30,C193034,Female,38,Cosmetics,2,81.32,56.924,Credit Card,East,New York,Metrocity
I106855,11/11/2016 9:30,C103011,Male,38,Technology,4,4200,3780,Debit Card,East,New York,Metrocity
I507648,11/11/2016 9:31,C449431,Female,41,Shoes,2,1200.34,1080.306,Debit Card,East,New York,Kanyon
I191734,11/11/2016 9:31,C527645,Female,24,Shoes,3,1800.51,1620.459,Credit Card,Central,Texas,Metropol AVM
I169563,11/11/2016 9:31,C994261,Female,22,Clothing,2,600.16,450.12,Cash,Central,Texas,Metrocity
I255811,11/11/2016 9:31,C139904,Female,56,Technology,4,4200,3780,Credit Card,East,New York,Metrocity
I167456,11/11/2016 9:32,C110144,Male,64,Clothing,1,300.08,225.06,Debit Card,West,California,Mall of Istanbul
I792460,11/11/2016 9:32,C308027,Female,39,Toys,5,179.2,143.36,Credit Card,West,California,Istinye Park
I206379,11/11/2016 9:32,C272482,Male,31,Shoes,2,1200.34,1080.306,Debit Card,West,California,Metrocity
I132424,11/11/2016 9:32,C239106,Female,23,Food & Beverage,5,26.15,19.6125,Credit Card,Central,Iowa,Kanyon
I119149,11/11/2016 9:32,C682311,Female,19,Food & Beverage,3,15.69,10.983,Cash,Central,Iowa,Metropol AVM
I125416,11/11/2016 9:33,C229696,Female,47,Cosmetics,4,162.64,130.112,Credit Card,Central,Illinois,Istinye Park
I289928,11/11/2016 9:33,C170926,Female,43,Cosmetics,1,40.66,28.462,Credit Card,Central,Texas,Metropol AVM
I903018,11/11/2016 9:33,C278459,Male,64,Food & Beverage,1,5.23,3.661,Cash,Central,Texas,Viaport Outlet
I274152,11/11/2016 9:33,C106777,Male,29,Food & Beverage,1,5.23,3.661,Cash,South,Alabama,Metropol AVM
I249412,11/11/2016 9:34,C311413,Female,32,Cosmetics,5,203.3,162.64,Cash,West,California,Kanyon
I157075,11/11/2016 9:34,C968101,Male,47,Shoes,2,1200.34,1080.306,Credit Card,West,California,Mall of Istanbul
I338923,11/11/2016 9:34,C114387,Female,48,Cosmetics,3,121.98,91.485,Debit Card,West,California,Metrocity
I149120,11/11/2016 9:34,C173292,Male,38,Clothing,2,600.16,450.12,Cash,West,California,Metrocity
I533944,11/11/2016 9:35,C559702,Male,63,Food & Beverage,5,26.15,19.6125,Debit Card,West,California,Kanyon
I306784,11/11/2016 9:35,C222227,Male,51,Food & Beverage,1,5.23,3.661,Credit Card,West,California,Kanyon
I261444,11/11/2016 9:35,C136138,Female,27,Cosmetics,3,121.98,91.485,Debit Card,South,North Carolina,Metropol AVM
I922662,11/11/2016 9:35,C534785,Female,27,Clothing,1,300.08,225.06,Credit Card,Central,Texas,Mall of Istanbul
I195913,11/11/2016 9:35,C156290,Female,48,Cosmetics,1,40.66,28.462,Cash,Central,Iowa,Istinye Park
I298246,11/11/2016 9:36,C327159,Male,40,Toys,1,35.84,25.088,Credit Card,Central,Iowa,Zorlu Center
I158607,11/11/2016 9:36,C461773,Female,42,Food & Beverage,3,15.69,10.983,Credit Card,West,Oregon,Mall of Istanbul
I139994,11/11/2016 9:36,C597466,Female,41,Technology,3,3150,2677.5,Credit Card,Central,Texas,Metrocity
I515558,11/11/2016 9:36,C135837,Female,37,Clothing,4,1200.32,1140.304,Cash,West,Washington,Metrocity
I106245,11/11/2016 9:37,C320595,Female,58,Books,2,30.3,21.21,Cash,West,Washington,Kanyon
I127615,11/11/2016 9:37,C186122,Male,62,Clothing,3,900.24,675.18,Debit Card,West,Washington,Kanyon
I507497,11/11/2016 9:37,C185642,Male,58,Shoes,2,1200.34,1080.306,Debit Card,East,Ohio,Mall of Istanbul
I900498,11/11/2016 9:37,C828029,Male,50,Clothing,3,900.24,675.18,Credit Card,Central,Michigan,Kanyon
I350881,11/11/2016 9:38,C315149,Female,55,Cosmetics,2,81.32,56.924,Cash,Central,Michigan,Viaport Outlet
I213237,11/11/2016 9:38,C242953,Female,48,Food & Beverage,1,5.23,3.661,Cash,Central,Texas,Metrocity
I451990,11/11/2016 9:38,C166940,Female,26,Books,1,15.15,10.605,Cash,Central,Texas,Kanyon
I254444,11/11/2016 9:38,C121264,Female,62,Books,4,60.6,45.45,Credit Card,Central,Texas,Metropol AVM
I419078,11/11/2016 9:39,C726280,Female,53,Clothing,1,300.08,225.06,Cash,West,Washington,Metrocity
I249709,11/11/2016 9:39,C632255,Male,50,Clothing,5,1500.4,1425.38,Cash,West,Washington,Mall of Istanbul
I235543,11/11/2016 9:39,C227237,Male,59,Clothing,3,900.24,675.18,Credit Card,East,Pennsylvania,Mall of Istanbul
I640695,11/11/2016 9:39,C152389,Female,55,Clothing,3,900.24,675.18,Credit Card,East,Pennsylvania,Mall of Istanbul
I104836,11/11/2016 9:39,C226578,Male,30,Food & Beverage,4,20.92,15.69,Cash,West,California,Mall of Istanbul
I122802,11/11/2016 9:40,C290496,Male,57,Food & Beverage,4,20.92,15.69,Cash,West,California,Metrocity
I156139,11/11/2016 9:40,C792285,Female,19,Clothing,1,300.08,225.06,Cash,Central,Texas,Mall of Istanbul
I223874,11/11/2016 9:40,C257519,Female,45,Clothing,1,300.08,225.06,Debit Card,Central,Texas,Zorlu Center
I130183,11/11/2016 9:40,C222100,Male,34,Cosmetics,4,162.64,130.112,Credit Card,Central,Texas,Viaport Outlet
I264944,11/11/2016 9:41,C177073,Male,59,Clothing,3,900.24,675.18,Cash,East,Pennsylvania,Kanyon
I479217,11/11/2016 9:41,C146365,Male,40,Shoes,1,600.17,450.1275,Credit Card,East,Pennsylvania,Kanyon
I976339,11/11/2016 9:41,C208000,Female,50,Clothing,3,900.24,675.18,Credit Card,South,Alabama,Mall of Istanbul
I269336,11/11/2016 9:41,C306417,Female,33,Food & Beverage,4,20.92,15.69,Debit Card,West,California,Metrocity
I797072,11/11/2016 9:42,C174381,Male,48,Clothing,2,600.16,450.12,Cash,West,California,Mall of Istanbul
I514077,11/11/2016 9:42,C395735,Male,65,Shoes,3,1800.51,1620.459,Credit Card,West,California,Viaport Outlet
I249780,11/11/2016 9:42,C135417,Male,39,Shoes,4,2400.68,2280.646,Debit Card,West,Washington,Metrocity
I294692,11/11/2016 9:42,C166292,Female,43,Clothing,3,900.24,675.18,Cash,East,Delaware,Mall of Istanbul
I207169,11/11/2016 9:42,C285536,Female,60,Clothing,1,300.08,225.06,Cash,East,Delaware,Kanyon
I110241,11/11/2016 9:43,C158081,Female,55,Toys,5,179.2,143.36,Debit Card,East,Delaware,Istinye Park
I240081,11/11/2016 9:43,C152741,Female,30,Shoes,1,600.17,450.1275,Debit Card,East,Delaware,Mall of Istanbul
I284090,11/11/2016 9:43,C228115,Female,37,Clothing,1,300.08,225.06,Cash,West,Idaho,Istinye Park
I827334,11/11/2016 9:43,C240683,Female,47,Toys,1,35.84,25.088,Credit Card,West,California,Zorlu Center
I169341,11/11/2016 9:44,C173203,Female,39,Food & Beverage,3,15.69,10.983,Debit Card,West,California,Zorlu Center
I169309,11/11/2016 9:44,C262629,Female,49,Souvenir,2,23.46,16.422,Debit Card,East,Ohio,Metrocity
I179207,11/11/2016 9:44,C688938,Male,60,Clothing,2,600.16,450.12,Cash,West,California,Viaport Outlet
I287904,11/11/2016 9:44,C137915,Female,60,Clothing,4,1200.32,1140.304,Debit Card,West,Washington,Viaport Outlet
I201132,11/11/2016 9:45,C305457,Female,55,Food & Beverage,5,26.15,19.6125,Credit Card,West,Washington,Mall of Istanbul
I147159,11/11/2016 9:45,C826982,Male,40,Food & Beverage,5,26.15,19.6125,Credit Card,East,New York,Metropol AVM
I718472,11/11/2016 9:45,C135856,Female,41,Clothing,2,600.16,450.12,Cash,East,New York,Istinye Park
I312876,11/11/2016 9:45,C367366,Male,44,Cosmetics,4,162.64,130.112,Cash,West,California,Mall of Istanbul
I256305,11/11/2016 9:46,C146270,Female,26,Souvenir,3,35.19,24.633,Credit Card,West,California,Mall of Istanbul
I159218,11/11/2016 9:46,C168468,Female,25,Books,3,45.45,31.815,Cash,West,California,Viaport Outlet
I238888,11/11/2016 9:46,C113951,Female,55,Technology,4,4200,3780,Credit Card,West,California,Viaport Outlet
I335790,11/11/2016 9:46,C371504,Male,55,Clothing,4,1200.32,1140.304,Cash,West,California,Istinye Park
I157809,11/11/2016 9:46,C424748,Female,52,Technology,5,5250,4725,Credit Card,West,California,Metrocity
I102719,11/11/2016 9:47,C480086,Female,45,Technology,1,1050,945,Cash,West,California,Mall of Istanbul
I287447,11/11/2016 9:47,C556781,Female,28,Toys,4,143.36,114.688,Cash,West,Idaho,Viaport Outlet
I958871,11/11/2016 9:47,C342206,Male,57,Technology,2,2100,1890,Credit Card,West,Idaho,Metrocity
I202596,11/11/2016 9:47,C194267,Female,46,Souvenir,1,11.73,8.211,Cash,Central,Iowa,Metrocity
I275648,11/11/2016 9:48,C123023,Female,54,Souvenir,2,23.46,16.422,Cash,Central,Illinois,Mall of Istanbul
I144342,11/11/2016 9:48,C298842,Male,26,Shoes,2,1200.34,1080.306,Cash,Central,Illinois,Istinye Park
I109835,11/11/2016 9:48,C224013,Male,29,Clothing,1,300.08,225.06,Credit Card,Central,Illinois,Mall of Istanbul
I234464,11/11/2016 9:48,C118875,Female,52,Souvenir,3,35.19,24.633,Credit Card,Central,Iowa,Metropol AVM
I307856,11/11/2016 9:49,C980756,Male,23,Clothing,2,600.16,450.12,Cash,Central,Texas,Viaport Outlet
I585642,11/11/2016 9:49,C261379,Female,66,Cosmetics,2,81.32,56.924,Cash,Central,Texas,Mall of Istanbul
I303128,11/11/2016 9:49,C123706,Female,30,Clothing,4,1200.32,1140.304,Credit Card,East,Pennsylvania,Metrocity
I129091,11/11/2016 9:49,C103014,Female,18,Clothing,4,1200.32,1140.304,Debit Card,East,Pennsylvania,Viaport Outlet
I332306,11/11/2016 9:49,C634273,Female,53,Souvenir,1,11.73,8.211,Debit Card,West,California,Metropol AVM
I374585,11/11/2016 9:50,C240877,Male,49,Food & Beverage,2,10.46,7.322,Cash,South,Kentucky,Kanyon
I159353,11/11/2016 9:50,C958547,Female,28,Cosmetics,5,203.3,162.64,Debit Card,East,Delaware,Zorlu Center
I245087,11/11/2016 9:50,C244621,Male,18,Souvenir,1,11.73,8.211,Credit Card,West,California,Zorlu Center
I302421,11/11/2016 9:50,C719418,Female,50,Clothing,3,900.24,675.18,Credit Card,West,California,Metrocity
